,primary_identifier,device_type,device_category,gender,district_name,age_group,network_stay,average_monthly_bill_amount,dusage_sum,dusage_min,dusage_max,dusage_avg,dusage_days,dusage_stddev,vusage_onnet_sum,vusage_onnet_max,vusage_onnet_min,vusage_onnet_days,vusage_onnet_avg,vusage_onnet_stddev,vusage_offnet_sum,vusage_offnet_max,vusage_offnet_min,vusage_offnet_days,vusage_offnet_avg,vusage_offnet_stddev,number_of_fixed_bb_accounts,number_of_iptv_accounts,add_on_tot_rental,add_on_count,next_month_plan
1372,4142373,4G,Smartphone,1.0,Colombo,<20,0.01607717041800643,0.3995330041179829,0.0,0.0,0.0,0.0,0.4,7.243205774460498e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.020060560181680544,0.05129548152803966,0.0,0.3,0.05488777242408134,0.05854724844317413,0.0,0.0,0.005655526992287918,0.0,1
1373,1796845,4G,Smartphone,0.0,Colombo,>70,0.07717041800643086,0.426315490491797,0.07954545454545454,0.0,0.0819672131147541,0.0547945205479452,1.0,0.079732097908736,0.0,0.0,0.0,0.0,0.0,0.0,0.002271006813020439,0.01009148683567288,0.0,0.06666666666666667,0.03209931583189012,0.01042705927571274,0.0,0.0,0.017994858611825194,0.0,1
1374,4914650,4G,Smartphone,0.0,Anuradhapura,60-70,0.35369774919614144,0.47283809178560743,0.005681818181818181,0.0,0.02295081967213115,0.0,0.7,0.020180006362336612,0.0,0.0,0.0,0.0,0.0,0.0,0.03141559424678274,0.04190236748376283,0.0,0.23333333333333334,0.10981228857049774,0.06504334478089291,0.0,0.0,0.004627249357326478,0.0,6
1375,9565974,4G,Smartphone,1.0,Gampaha,50-60,0.019292604501607715,0.46298494494853426,0.17045454545454544,0.028571428571428574,0.09508196721311477,0.136986301369863,1.0,0.0836584392188395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09254498714652956,0.08695652173913043,3
1376,6108434,2G,Feature phone,0.0,Kurunegala,20-30,0.22508038585209,0.41754856386124356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07607872823618471,0.0964452824917941,0.0,0.5666666666666667,0.10977857080176674,0.1289503154849942,0.0,0.0,0.02666118622089461,0.03865893661838647,1
1377,9920614,4G,Smartphone,0.0,Galle,>70,0.13183279742765275,0.436040904662505,0.022727272727272728,0.0,0.013114754098360656,0.0136986301369863,1.0,0.018332881989760234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013367609254498715,0.043478260869565216,6
1378,4317310,4G,Smartphone,0.0,Gampaha,40-50,0.7845659163987138,0.45724682581040466,0.10227272727272727,0.0,0.10491803278688526,0.0821917808219178,0.9333333333333333,0.10826083610716626,0.0,0.0,0.0,0.0,0.0,0.0,0.01968205904617714,0.01731964522662197,0.0,0.5666666666666667,0.028413704342142555,0.025118235642740745,0.0,0.0,0.010282776349614397,0.0,2
1379,7312055,4G,Smartphone,0.0,Batticaloa,20-30,0.019292604501607715,0.4144987412257673,0.039772727272727265,0.0,0.03278688524590164,0.0273972602739726,0.9666666666666667,0.03946123314603391,0.0,0.0,0.0,0.0,0.0,0.0,0.025738077214231644,0.02877295900551714,0.0,0.8,0.026254308201443782,0.03805123228333481,0.0,0.0,0.02666118622089461,0.03865893661838647,1
1380,5863005,4G,Smartphone,0.0,Gampaha,60-70,0.9003215434083601,0.41113007946679325,0.028409090909090908,0.0,0.02622950819672131,0.0273972602739726,0.9333333333333333,0.0340586907826426,0.0,0.0,0.0,0.0,0.0,0.0,0.013626040878122634,0.03156645017110132,0.0,0.36666666666666664,0.030331608753735338,0.03258453657948967,0.0,0.0,0.02666118622089461,0.03865893661838647,3
1381,8888679,4G,Smartphone,1.0,Gampaha,30-40,0.2797427652733119,0.5411057839912551,0.011363636363636364,0.0,0.02295081967213115,0.0136986301369863,0.7666666666666666,0.02405087388206399,0.0,0.0,0.0,0.0,0.0,0.0,0.023088569265707796,0.02496682729240868,0.0,0.4666666666666667,0.040752462441791815,0.03747159445901504,0.0,0.0,0.03341902313624679,0.0,3
1382,8786827,4G,Smartphone,1.0,Ratnapura,40-50,0.6141479099678456,0.5129313727518312,0.039772727272727265,0.0,0.029508196721311476,0.0273972602739726,1.0,0.033201800049083144,0.003988035892323031,0.01913611843918573,0.0,0.06896551724137931,0.02867127611603787,0.013710835506045032,0.04579863739591219,0.11366017179970667,0.0,0.7666666666666666,0.04896755997933405,0.10751980725095889,0.0,0.0,0.037017994858611826,0.13043478260869565,1
1383,3559425,2G,Basic,0.0,Kalutara,40-50,0.5209003215434084,0.39940133111229537,0.0,0.0,0.0,0.0,0.0,0.0,0.013625789298770355,0.05197464267433161,0.0,0.06896551724137931,0.09446866075454681,0.04352089745641836,0.04428463285389856,0.036943920664850895,0.008474576271186437,1.0,0.036358648124967835,0.038719479674022374,0.3333333333333333,0.3333333333333333,0.02666118622089461,0.03865893661838647,1
1384,6908047,4G,Smartphone,0.0,Gampaha,30-40,0.04180064308681672,0.42338190786632923,0.14204545454545453,0.0,0.05901639344262295,0.1095890410958904,1.0,0.07472464169086895,0.0,0.0,0.0,0.0,0.0,0.0,0.025359576078728237,0.013443676234373909,0.0,0.8333333333333334,0.024815240316191978,0.02331185465525575,0.0,0.0,0.02666118622089461,0.03865893661838647,3
1385,6071626,4G,Smartphone,0.0,Jaffna,30-40,0.4662379421221865,0.41082109119160126,0.022727272727272728,0.0,0.03934426229508197,0.0136986301369863,1.0,0.032075498944615914,0.13160518444666,0.2460920581171005,0.0,0.41379310344827586,0.14900546119545066,0.18995325056953086,0.0291445874337623,0.03446469725539492,0.0,0.6666666666666666,0.03591882576861743,0.04939942798667667,0.0,0.0,0.02666118622089461,0.03865893661838647,1
1386,1784593,4G,Smartphone,0.0,Gampaha,40-50,0.20900321543408362,0.4175367428432766,0.11363636363636363,0.0,0.05573770491803279,0.0821917808219178,1.0,0.05581143539767122,0.0,0.0,0.0,0.0,0.0,0.0,0.000757002271006813,0.005621900970738179,0.0,0.03333333333333333,0.02484610504295341,0.005386865810190729,0.6666666666666666,0.6666666666666666,0.012853470437017995,0.043478260869565216,1
1387,9919962,4G,Smartphone,0.0,Anuradhapura,30-40,0.04501607717041801,0.39205982223159147,0.005681818181818181,0.0,0.006557377049180328,0.0,0.7666666666666666,0.008889247355646383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.02666118622089461,0.03865893661838647,1
1388,1006103,4G,Smartphone,0.0,Trincomalee,20-30,0.16720257234726688,0.44933199755830305,0.26704545454545453,0.17142857142857143,0.1278688524590164,0.2054794520547945,1.0,0.11717285256903101,0.00033233632436025255,0.003543725636886246,0.0,0.034482758620689655,0.00676386592514655,0.0022393729125410643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010796915167095116,0.08695652173913043,4
1389,4186638,4G,Smartphone,0.0,Jaffna,50-60,0.0,0.3913364416043354,0.017045454545454544,0.0,0.02295081967213115,0.0273972602739726,0.43333333333333335,0.03303955130491892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666118622089461,0.03865893661838647,1
1390,9204925,2G,Basic,0.0,Kandy,60-70,0.6205787781350482,0.4197889751275931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09386828160484481,0.048851176758153494,0.0,0.9666666666666667,0.07944474238300524,0.06022310762119196,0.0,0.0,0.02666118622089461,0.03865893661838647,3
1391,1387879,4G,Smartphone,0.0,Galle,30-40,0.03858520900321543,0.39136369561798146,0.0,0.0,0.0,0.0,0.5333333333333333,4.412697748608546e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666118622089461,0.03865893661838647,1
1392,3041985,4G,Smartphone,0.0,Colombo,20-30,0.2379421221864952,0.43269391476980373,0.2556818181818182,0.05714285714285714,0.0918032786885246,0.2054794520547945,1.0,0.10038030416814607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005655526992287918,0.0,5
1393,8758084,4G,Smartphone,0.0,Matara,40-50,0.019292604501607715,0.40879214480221626,0.09659090909090909,0.0,0.07868852459016394,0.0684931506849315,1.0,0.07628122355119288,0.0,0.0,0.0,0.0,0.0,0.0,0.025738077214231644,0.04944479363084014,0.0,0.4,0.05302302851557811,0.06368852490131745,0.0,0.0,0.02666118622089461,0.03865893661838647,1
1394,5014402,2G,Feature phone,1.0,Kurunegala,40-50,0.360128617363344,0.652554669745385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02271006813020439,0.03212514840421817,0.0,0.6333333333333333,0.02961389309794316,0.0379035906433984,0.0,0.0,0.10796915167095116,0.0,4
1395,1519702,4G,Smartphone,0.0,Trincomalee,30-40,0.3408360128617363,0.4207182384844404,0.06818181818181818,0.0,0.029508196721311476,0.0547945205479452,1.0,0.03692797708511197,0.009637753406447324,0.03567350474465488,0.0,0.06896551724137931,0.06553434540808657,0.030175107707234323,0.05185465556396669,0.051993854319435706,0.0,0.8,0.052997307909943586,0.06553522439819773,0.0,0.0,0.013881748071979436,0.043478260869565216,1
1396,9831655,4G,Smartphone,1.0,Colombo,30-40,0.26366559485530544,0.4140597217529387,0.0,0.0,0.0,0.0,0.0,0.0,0.04320372216683283,0.19518053313383468,0.0,0.06896551724137931,0.29528032466556436,0.14074440255618906,0.14950794852384558,0.10500034918639568,0.0,0.8333333333333334,0.14636670724806666,0.160227810650553,0.0,0.3333333333333333,0.02666118622089461,0.03865893661838647,1
1397,5095728,4G,Smartphone,1.0,Colombo,20-30,0.08038585209003216,0.40053910409161547,0.039772727272727265,0.0,0.019672131147540985,0.0273972602739726,1.0,0.027584047261734062,0.0,0.0,0.0,0.0,0.0,0.0,0.011355034065102194,0.041238913331936584,0.0,0.16666666666666666,0.05586515543819337,0.04033316081182215,0.0,0.0,0.02666118622089461,0.03865893661838647,2
1398,4934812,4G,Smartphone,0.0,Puttalam,30-40,0.292604501607717,0.4320224152769582,0.017045454545454544,0.0,0.02295081967213115,0.0136986301369863,0.9,0.025098653402897003,0.0,0.0,0.0,0.0,0.0,0.0,0.03330809992429977,0.03170612472938054,0.0,0.8,0.03424698640237315,0.044550457125398915,0.0,0.0,0.05141388174807198,0.0,2
1399,9230498,4G,Smartphone,0.0,Jaffna,30-40,0.28617363344051444,0.40219174807571884,0.03409090909090909,0.0,0.01639344262295082,0.0273972602739726,0.8333333333333334,0.027324323188409737,0.0,0.0,0.0,0.0,0.0,0.0,0.001514004542013626,0.0035617012361198403,0.0,0.2,0.007587578662185564,0.004440484410609574,0.0,0.0,0.02666118622089461,0.03865893661838647,2
1400,4400126,4G,Smartphone,0.0,Gampaha,50-60,0.019292604501607715,0.3927152320055375,0.0,0.0,0.0,0.0,0.6666666666666666,0.001508012532139883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005655526992287918,0.0,1
1401,3802516,4G,Smartphone,1.0,Colombo,40-50,0.7684887459807074,0.47886713931036834,0.09090909090909091,0.0,0.0459016393442623,0.0684931506849315,0.9666666666666667,0.049937872272722325,0.0,0.0,0.0,0.0,0.0,0.0,0.018168054504163512,0.04071513373838955,0.0,0.16666666666666666,0.09037191995747526,0.051125709016568585,0.3333333333333333,0.0,0.0051413881748071984,0.043478260869565216,4
1402,5722090,4G,Smartphone,1.0,Colombo,20-30,0.19935691318327975,0.4006957325796777,0.07386363636363637,0.0,0.049180327868852465,0.0547945205479452,1.0,0.05047871521053127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.02666118622089461,0.03865893661838647,5
1403,2169256,2G,Basic,0.0,Badulla,30-40,0.0032154340836012853,0.392879084449024,0.0,0.0,0.0,0.0,0.0,0.0,0.00033233632436025255,0.0024412332165216367,0.0,0.034482758620689655,0.004659552081767624,0.002671998611334516,0.00870552611657835,0.012780222082547662,0.0,0.3,0.023988751521802496,0.020267938824547388,0.0,0.0,0.02666118622089461,0.03865893661838647,1
1404,2199268,4G,Smartphone,0.0,Kandy,40-50,0.12540192926045018,0.4557879151763154,0.028409090909090908,0.0,0.02295081967213115,0.0273972602739726,0.7666666666666666,0.03595398223987129,0.0,0.0,0.0,0.0,0.0,0.0,0.056018168054504165,0.03715343250226971,0.0,0.8333333333333334,0.054908348908588964,0.054885569321324164,0.3333333333333333,0.3333333333333333,0.017994858611825194,0.0,3
1405,4082140,4G,Smartphone,1.0,Colombo,50-60,0.03858520900321543,0.3961952083503671,0.011363636363636364,0.0,0.009836065573770493,0.0136986301369863,0.6666666666666666,0.01598318932165789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666118622089461,0.03865893661838647,1
1406,2614163,4G,Smartphone,0.0,Kandy,60-70,0.012861736334405145,0.4419097117214915,0.022727272727272728,0.0,0.029508196721311476,0.0136986301369863,1.0,0.027318878046726933,0.0,0.0,0.0,0.0,0.0,0.0,0.002271006813020439,0.008066205740624345,0.0,0.3333333333333333,0.006311836622713009,0.007880383051188381,0.0,0.0,0.0570694087403599,0.043478260869565216,2
1407,4650047,4G,Smartphone,0.0,Kurunegala,20-30,0.3408360128617363,0.46447931863652436,0.022727272727272728,0.0,0.019672131147540985,0.0136986301369863,1.0,0.02834934331700538,0.004652708541043536,0.0272866874040241,0.0,0.06896551724137931,0.03295505786863069,0.017687372289047217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.02365038560411311,0.043478260869565216,5
1408,3034005,4G,Smartphone,0.0,Colombo,40-50,0.5948553054662379,0.467787890220833,0.022727272727272728,0.0,0.02295081967213115,0.0136986301369863,1.0,0.028325850684577252,0.1442339647723496,0.20589045950309093,0.0,0.24137931034482757,0.2798522685791586,0.2380369848256501,0.10068130204390613,0.05360011173964661,0.0,0.9,0.09141103242511016,0.07690125676230965,0.0,0.0,0.010282776349614397,0.0,3
1409,5551684,4G,Smartphone,1.0,Gampaha,40-50,0.45016077170418006,0.4828954795442209,0.022727272727272728,0.0,0.02295081967213115,0.0136986301369863,1.0,0.022217514504950978,0.0009970089730807576,0.00842619206992952,0.0,0.034482758620689655,0.016082970088681797,0.005324731147597643,0.025359576078728237,0.056219009707381785,0.0,0.16666666666666666,0.12419966048800564,0.07326789471022979,0.0,0.0,0.004627249357326478,0.0,5
1410,2275634,4G,Smartphone,0.0,Jaffna,30-40,0.6591639871382636,0.3995106755284898,0.028409090909090908,0.0,0.03278688524590164,0.0136986301369863,1.0,0.030078013120977343,0.0,0.0,0.0,0.0,0.0,0.0,0.0034065102195306586,0.018716390809414063,0.0,0.06666666666666667,0.04305629383219877,0.01792363442139592,0.0,0.0,0.02666118622089461,0.03865893661838647,1
1411,2094852,4G,Smartphone,0.0,Colombo,30-40,0.14147909967845657,0.44289808016817367,0.05681818181818181,0.0,0.02622950819672131,0.0410958904109589,1.0,0.03145014349002015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
1412,5480072,4G,Smartphone,1.0,Colombo,20-30,0.180064308681672,0.47770638101833474,0.06249999999999999,0.0,0.05245901639344263,0.0410958904109589,1.0,0.07133401189177369,0.0,0.0,0.0,0.0,0.0,0.0,0.0408781226343679,0.09634052657308469,0.0,0.3333333333333333,0.10040295615494094,0.1116302841553019,0.0,0.0,0.030848329048843187,0.043478260869565216,2
1413,7431014,4G,Smartphone,0.0,Gampaha,30-40,0.07717041800643086,0.4390046965561106,0.06249999999999999,0.0,0.05901639344262295,0.0410958904109589,1.0,0.054366459323411415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.008226221079691516,0.0,5
1414,2828308,4G,Smartphone,1.0,Kalutara,30-40,0.06752411575562701,0.5281653812951436,0.26136363636363635,0.2,0.0918032786885246,0.2054794520547945,1.0,0.07312842859689615,0.0,0.0,0.0,0.0,0.0,0.0,0.05866767600302801,0.09061386968363712,0.0,0.3,0.1600850494692981,0.11078860946134933,0.0,0.0,0.012853470437017995,0.0,7
1415,4639126,4G,Smartphone,0.0,Colombo,30-40,0.012861736334405145,0.40074991224535966,0.011363636363636364,0.0,0.02295081967213115,0.0273972602739726,0.3333333333333333,0.030397343236023618,0.0,0.0,0.0,0.0,0.0,0.0,0.014383043149129447,0.018018018018018014,0.0,0.5666666666666667,0.021069714945083987,0.023607331720922314,0.0,0.0,0.02666118622089461,0.03865893661838647,1
1416,4592751,4G,Smartphone,0.0,Colombo,20-30,0.7041800643086816,0.4592938320883503,0.07386363636363637,0.0,0.0459016393442623,0.0547945205479452,1.0,0.05939753665027581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666118622089461,0.03865893661838647,6
1417,1657883,4G,Smartphone,1.0,Gampaha,30-40,0.16398713826366557,0.4537576553404896,0.10795454545454546,0.0,0.042622950819672135,0.0821917808219178,1.0,0.0574331271196818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666118622089461,0.03865893661838647,6
1418,7587315,4G,Smartphone,0.0,Colombo,20-30,0.17363344051446944,0.4831755719977159,0.3068181818181818,0.0,0.14426229508196725,0.2465753424657534,1.0,0.18768285867409795,0.0,0.0002756231050911523,0.0,0.034482758620689655,0.0005260784608447313,0.00017417344875319342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07455012853470437,0.0,5
1419,9329226,4G,Smartphone,0.0,Colombo,40-50,0.5112540192926045,0.450238603964047,0.005681818181818181,0.0,0.013114754098360656,0.0,1.0,0.011496765099414172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666118622089461,0.03865893661838647,5
1420,2583954,4G,Smartphone,0.0,Kurunegala,30-40,0.4823151125401929,0.4558805131503899,0.13636363636363635,0.0,0.05901639344262295,0.1095890410958904,1.0,0.055727345991699886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018508997429305913,0.043478260869565216,5
1421,8118522,4G,Smartphone,0.0,Kalutara,30-40,0.21221864951768488,0.3951920636312263,0.017045454545454544,0.0,0.009836065573770493,0.0136986301369863,1.0,0.009772417057785577,0.035892323030907274,0.12186478717958817,0.0,0.1724137931034483,0.09762513151961519,0.08890114079376565,0.007191521574564723,0.007821775263635727,0.0,0.3,0.02002777825408529,0.013207006410300925,0.0,0.0,0.02666118622089461,0.03865893661838647,1
1422,4076408,2G,Basic,0.0,Colombo,>70,0.028938906752411578,0.4083403192265902,0.0,0.0,0.0,0.0,0.0,0.0,0.04420073113991359,0.20100799307004763,0.0,0.10344827586206896,0.20091186933213087,0.1375975085922056,0.005299015897047691,0.012570710245128848,0.0,0.23333333333333334,0.01911408435868732,0.013977941650569262,0.0,0.0,0.02666118622089461,0.03865893661838647,1
1423,6789188,4G,Smartphone,0.0,Colombo,30-40,0.22186495176848875,0.4265607766146115,0.011363636363636364,0.0,0.009836065573770493,0.0,1.0,0.012982655110162432,0.008973080757726818,0.044139071543883135,0.0,0.06896551724137931,0.06170148805050353,0.030349858567645334,0.09803179409538229,0.048955932676862914,0.0,0.9333333333333333,0.08583700974688474,0.05930802045598827,0.0,0.0,0.012853470437017995,0.043478260869565216,1
1424,2474489,4G,Smartphone,0.0,Colombo,30-40,0.247588424437299,0.48478717078054506,0.11363636363636363,0.05714285714285714,0.03934426229508197,0.0821917808219178,1.0,0.03160918988126135,0.0,0.0,0.0,0.0,0.0,0.0,0.03936411809235428,0.054752426845450085,0.0,0.8333333333333334,0.03872905914024589,0.05441894726914997,0.0,0.0,0.017994858611825194,0.0,4
1425,2775322,2G,Basic,0.0,Kandy,50-60,0.8488745980707395,0.5817145926854824,0.0,0.0,0.0,0.0,0.0,0.0,0.053838484546360914,0.1307634760011025,0.0,0.20689655172413793,0.12207525427125608,0.1122291950088615,0.10825132475397427,0.08198896570989593,0.0,0.9666666666666667,0.09134362669999899,0.11304925992780333,0.0,0.0,0.02666118622089461,0.03865893661838647,1
1426,7527688,4G,Smartphone,0.0,Gampaha,20-30,0.0,0.4095125701749806,0.08522727272727272,0.0,0.06885245901639345,0.0684931506849315,1.0,0.059398488386494856,0.0019940179461615153,0.015434893885104538,0.0,0.034482758620689655,0.029460393807304967,0.00975371313017886,0.014004542013626041,0.04081988965709894,0.0,0.3,0.038786673296867226,0.040062731080022784,0.0,0.0,0.018508997429305913,0.043478260869565216,1
1427,9327674,4G,Smartphone,1.0,Colombo,50-60,0.06752411575562701,0.4663230690777603,0.18181818181818182,0.028571428571428574,0.11475409836065574,0.1506849315068493,0.9666666666666667,0.1268706503335423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07403598971722365,0.043478260869565216,5
1428,3387320,2G,Feature phone,0.0,Kurunegala,40-50,0.5980707395498392,0.43908974221315067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051413881748071984,0.0,3
1429,4334472,4G,Smartphone,0.0,Gampaha,40-50,0.5498392282958199,0.5128673422378435,0.039772727272727265,0.0,0.02622950819672131,0.0273972602739726,1.0,0.029437983031551592,0.0,0.0,0.0,0.0,0.0,0.0,0.07153671461014383,0.0743417836441092,0.0,0.6,0.09724960990414787,0.09754192155562717,0.0,0.0,0.0,0.0,3
1430,8824248,4G,Smartphone,1.0,Gampaha,50-60,0.27652733118971057,0.4207116712522365,0.005681818181818181,0.0,0.013114754098360656,0.0,1.0,0.015746882057969893,0.0,0.0,0.0,0.0,0.0,0.0,0.000757002271006813,0.0027934911655841882,0.0,0.1,0.009259418028429842,0.0034841270812151185,0.3333333333333333,0.0,0.013881748071979436,0.043478260869565216,1
1431,2704596,4G,Smartphone,0.0,Kurunegala,50-60,0.057877813504823156,0.4176881175455758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018925056775170325,0.007961449821914936,0.0,0.06666666666666667,0.024614619592242662,0.015103365884133597,0.3333333333333333,0.6666666666666666,0.02666118622089461,0.03865893661838647,3
1432,6525316,4G,Smartphone,1.0,Anuradhapura,40-50,0.0064308681672025705,0.4478727585626036,0.13636363636363635,0.05714285714285714,0.06229508196721312,0.1095890410958904,1.0,0.06578407053922186,0.0,0.0,0.0,0.0,0.0,0.0,0.02043906131718395,0.08202388434946574,0.0,0.1,0.1680584372160016,0.08293710134655628,0.0,0.3333333333333333,0.0390745501285347,0.08695652173913043,5
1433,6451780,4G,Smartphone,0.0,Jaffna,30-40,0.17363344051446944,0.4437761191138308,0.028409090909090908,0.0,0.036065573770491806,0.0136986301369863,1.0,0.03424854323239826,0.0,0.0,0.0,0.0,0.0,0.0,0.004920514761544285,0.0071234024722396806,0.0,0.36666666666666664,0.011476066586750926,0.010064131784716449,0.0,0.0,0.0051413881748071984,0.043478260869565216,1
1434,7492608,4G,Smartphone,1.0,Gampaha,>70,0.5659163987138264,0.44050333894503324,0.07386363636363637,0.0,0.06229508196721312,0.0547945205479452,1.0,0.057128978590109354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051413881748071984,0.0,5
1435,2350043,4G,Smartphone,0.0,Gampaha,20-30,0.31189710610932475,0.40181807256331875,0.10227272727272727,0.0,0.10819672131147542,0.0821917808219178,1.0,0.1000849245320212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001571338780641106,0.0,0.03333333333333333,0.006944563521322382,0.0015056457233452345,0.0,0.0,0.005655526992287918,0.0,1
1436,7651371,4G,Smartphone,0.0,Colombo,30-40,0.6077170418006431,0.4637726844513882,0.05113636363636363,0.0,0.02622950819672131,0.0410958904109589,1.0,0.031120239509825117,0.0,0.0,0.0,0.0,0.0,0.0,0.19454958364875094,0.08331587401354842,0.08670143415906129,1.0,0.15877844270306415,0.12237930218609541,0.0,0.0,0.03341902313624679,0.0,3
1437,6940514,4G,Smartphone,0.0,Gampaha,40-50,0.3890675241157556,0.41797806084737654,0.05681818181818181,0.0,0.0918032786885246,0.0410958904109589,1.0,0.0695694399582226,0.0,0.0,0.0,0.0,0.0,0.0,0.010598031794095382,0.011767581535023393,0.0,0.5666666666666667,0.015659309901021056,0.015728756521159577,0.0,0.3333333333333333,0.03341902313624679,0.08695652173913043,1
1438,1430770,4G,Smartphone,0.0,Kegalle,50-60,0.6173633440514469,0.42871318696942917,0.10795454545454546,0.028571428571428574,0.05901639344262295,0.0821917808219178,1.0,0.05925981079419669,0.0,0.0,0.0,0.0,0.0,0.0,0.03330809992429977,0.04448634681192819,0.0,0.6333333333333333,0.043080660721747266,0.047382271764197,0.0,0.3333333333333333,0.010796915167095116,0.08695652173913043,3
1439,8572774,4G,Smartphone,1.0,Jaffna,30-40,0.012861736334405145,0.43433867807526244,0.028409090909090908,0.0,0.01639344262295082,0.0136986301369863,1.0,0.023077403132591934,0.0,0.0,0.0,0.0,0.0,0.0,0.011733535200605601,0.03397583630141769,0.0,0.3333333333333333,0.029398652240264746,0.0342137400866494,0.0,0.0,0.018508997429305913,0.043478260869565216,3
1440,4741177,4G,Smartphone,1.0,Gampaha,40-50,0.5562700964630225,0.4441678545147915,0.07386363636363637,0.028571428571428574,0.05901639344262295,0.0547945205479452,1.0,0.04613850882755824,0.0,0.0,0.0,0.0,0.0,0.0,0.06699470098410296,0.07039597737272156,0.0,0.7666666666666666,0.07128409937249178,0.09896203312327927,0.0,0.0,0.015938303341902313,0.043478260869565216,3
1441,9686326,4G,Smartphone,0.0,Colombo,30-40,0.28617363344051444,0.4378945059520467,0.03409090909090909,0.0,0.029508196721311476,0.0273972602739726,1.0,0.029345237950176177,0.20837487537387836,0.14395401031617908,0.0,0.8620689655172413,0.1131008567563505,0.1575411193007401,0.05299015897047691,0.052936657587820374,0.0,0.4666666666666667,0.0927705501515066,0.0814852770730168,0.0,0.0,0.012853470437017995,0.0,1
1442,9564703,4G,Smartphone,0.0,Kegalle,40-50,0.6945337620578778,0.46696074732475584,0.05681818181818181,0.028571428571428574,0.02295081967213115,0.0410958904109589,1.0,0.02364031940103581,0.00033233632436025255,0.003346851990392566,0.0,0.034482758620689655,0.0063880955959717415,0.002114963306288783,0.11809235427706283,0.07067532648927996,0.0,0.8666666666666667,0.11136824388937767,0.11555437703889249,0.0,0.3333333333333333,0.02622107969151671,0.08695652173913043,1
1443,9225941,4G,Smartphone,1.0,Hambantota,30-40,0.18649517684887462,0.40997260479086156,0.011363636363636364,0.0,0.009836065573770493,0.0,1.0,0.015934622384780623,0.0,0.0,0.0,0.0,0.0,0.0,0.02043906131718395,0.026188979677351766,0.0,0.5666666666666667,0.029657371273412055,0.035208073454821034,0.0,0.0,0.02666118622089461,0.03865893661838647,1
1444,4148099,4G,Smartphone,0.0,Gampaha,30-40,0.0032154340836012853,0.4393445508226607,0.039772727272727265,0.0,0.03278688524590164,0.0410958904109589,0.8333333333333334,0.048245780882486475,0.0,0.0,0.0,0.0,0.0,0.0,0.09197577592732778,0.15839094908862347,0.0,0.7,0.10751213155232425,0.17802919974648196,0.0,0.0,0.017994858611825194,0.0,7
