primary_identifier,gender,network_stay,average_monthly_bill_amount,dusage_days,dusage_stddev,vusage_onnet_sum,vusage_onnet_max,vusage_onnet_min,vusage_onnet_days,vusage_onnet_stddev,vusage_offnet_days,vusage_offnet_stddev,number_of_fixed_bb_accounts,number_of_iptv_accounts,add_on_tot_rental,add_on_count,next_month_plan,dusage_avg_bin,dusage_sum_bin,dusage_min_bin,dusage_max_bin,vusage_onnet_avg_bin,vusage_offnet_avg_bin,vusage_offnet_sum_bin,vusage_offnet_min_bin,vusage_offnet_max_bin,device_type__2G,device_type__3G,device_type__4G,device_category__Basic,device_category__Feature phone,device_category__Modem,device_category__Pluggable card,device_category__Smartphone,device_category__Tablet,district_name__Ampara,district_name__Anuradhapura,district_name__Badulla,district_name__Batticaloa,district_name__Colombo,district_name__Galle,district_name__Gampaha,district_name__Hambantota,district_name__Jaffna,district_name__Kalutara,district_name__Kandy,district_name__Kegalle,district_name__Kilinochchi,district_name__Kurunegala,district_name__Mannar,district_name__Matale,district_name__Matara,district_name__Monaragala,district_name__Mullaitivu,district_name__Nuwara Eliya,district_name__Polonnaruwa,district_name__Puttalam,district_name__Ratnapura,district_name__Trincomalee,district_name__Unknown,district_name__Vavuniya,age_group__20-30,age_group__30-40,age_group__40-50,age_group__50-60,age_group__60-70,age_group__<20,age_group__>70
9558992,0,149,4929.17,30,25.93557257,10,7.133333333,0,2,1.44763746,29,7.87740251,0,0,760,2,3,100,1000,100,200,10,10,280,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1635445,0,58,2729.33,30,280.3633914,5,5.516666667,0,1,1.007200925,0,0,0,0,,,5,300,9000,100,1000,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2506325,0,111,2575.07,14,77.63721652,0,0,0,0,0,19,2.731156034,0,1,450,2,3,100,1000,0,500,0,10,40,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1579906,0,176,599.32,0,0,0,0,0,0,0,2,0.362903325,0,0,,,1,0,0,0,0,0,10,10,0,10,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8762824,0,21,3172.76,30,297.6204551,0,0,0,0,0,0,0,0,1,1490,2,6,900,26000,200,1300,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2941199,0,13,663.43,0,0,0,0,0,0,0,10,3.216084457,0,0,,,1,0,0,0,0,0,10,30,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5150634,1,72,710.49,30,467.0180381,0,0,0,0,0,0,0,0,0,410,3,1,1100,32000,400,2200,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9465246,1,172,1770.02,30,433.353594,0,0,0,0,0,10,3.481295624,0,1,500,2,5,500,13000,100,1800,0,10,40,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2234193,0,187,3009.67,30,346.7337209,0,0,0,0,0,0,0,0,0,110,2,6,700,21000,200,1300,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4131709,0,98,1921.09,30,311.3811124,0,0,0,0,0,16,5.174980612,0,0,,,3,300,8000,100,1700,0,10,90,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8370055,0,149,679.32,30,229.1974491,1,1.45,0,1,0.264732569,1,0.091287093,0,1,100,1,1,200,4000,100,1300,10,10,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5136842,0,9,548.63,0,0,0,0,0,0,0,14,0.815079974,0,0,,,1,0,0,0,0,0,10,20,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9443595,0,6,1889.64,0,0,0,0,0,0,0,0,0,0,1,,,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8268262,1,94,3877.59,30,372.5606565,0,0,0,0,0,0,0,0,1,,,8,700,20000,200,1800,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4532427,1,6,1354.42,25,213.5045357,116,110.5333333,0,2,20.17158377,13,9.159551767,0,0,,,6,200,4000,0,900,60,10,130,0,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2445781,0,4,1076.24,27,8.309513041,0,0,0,0,0,0,0,0,0,,,1,100,1000,0,100,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6000350,1,148,5046.65,30,1972.930157,0,0,0,0,0,0,0,0,0,900,3,7,2500,75000,900,10500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8042021,0,145,2393.63,30,419.2355915,0,0,0,0,0,0,0,0,0,910,3,7,700,21000,100,1600,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3563282,0,43,1874.26,30,213.5373547,0,0,0,0,0,13,2.565841784,0,0,360,2,1,200,6000,100,800,0,10,40,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2197305,0,285,4503.92,30,387.923618,0,0,0,0,0,0,0,0,0,850,4,4,700,20000,200,1900,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8163455,0,122,1488.72,29,277.5353943,0,0,0,0,0,9,3.670530053,0,1,250,1,4,200,6000,0,1300,0,10,50,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4534775,1,156,4065.78,30,4.317011153,122,62.51666667,0,5,12.71725642,28,13.02050284,0,0,650,1,1,100,1000,100,100,30,20,460,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7602925,1,66,2385.11,30,178.1790479,299,44.85,0,17,12.88430948,8,19.12857909,0,0,200,1,3,300,7000,100,900,20,40,260,0,90,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8667586,0,6,1049.15,30,477.6544189,0,0,0,0,0,3,0.541683908,0,0,,,1,700,21000,100,1600,0,10,10,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6928679,0,44,628.13,30,210.9975613,0,0,0,0,0,0,0,1,1,360,2,1,700,19000,200,1200,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5514194,0,50,3570.2,30,291.615621,0,0,0,0,0,19,5.056935762,0,1,410,3,4,400,10000,100,1100,0,10,110,0,30,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3379796,0,152,809.88,30,466.3799634,0,0,0,0,0,0,0,0,0,360,2,1,800,22000,100,1800,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3569108,0,69,507.1,30,480.6633321,0,0,0,0,0,8,7.925178042,0,0,,,1,800,23000,200,1800,0,10,80,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2059098,0,151,1044.05,29,170.0029485,0,0,0,0,0,26,27.68672642,0,1,110,1,1,200,6000,0,800,0,30,670,0,110,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7069998,1,6,2149.94,30,557.7866766,0,0,0,0,0,14,2.541436237,0,0,2490,2,1,1100,33000,200,2700,0,10,50,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7459575,0,66,2796.88,30,381.8604638,0,0,0,0,0,25,1.320218184,0,1,1740,5,2,500,14000,200,1600,0,10,30,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5042003,0,220,2099.13,30,33.38394551,5,5.483333333,0,1,1.001115119,24,7.440288591,0,2,250,2,3,100,1000,100,200,10,10,200,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5115248,0,91,681.83,30,194.8696975,0,0,0,0,0,16,5.31498448,0,0,160,2,1,200,6000,100,600,0,10,90,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8786834,0,78,1387.33,30,361.1717794,0,0,0,0,0,0,0,0,0,,,5,400,12000,100,1500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8211240,0,16,3172.84,30,208.640876,0,0,0,0,0,0,0,0,0,750,3,5,300,9000,100,900,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6562463,0,28,1943.21,30,171.3217934,0,0,0,0,0,5,1.717062689,0,1,250,1,4,100,3000,100,700,0,10,20,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9953356,0,46,1880.43,30,124.1572369,0,0,0,0,0,0,0,0,0,110,1,5,200,4000,100,600,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8041321,0,89,2017.35,30,369.0705796,0,0,0,0,0,0,0,0,0,,,5,700,21000,200,1800,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3511089,1,6,2587.28,30,825.8433351,0,0,0,0,0,26,6.602115261,0,0,380,2,2,1400,41000,300,3900,0,10,150,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6886877,0,185,1410.76,1,0.05973861,333,73.06666667,0,11,18.95459568,29,3.736758187,0,1,,,1,100,0,0,100,40,10,180,0,20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9463716,1,8,1757.41,30,1490.444902,5,5.416666667,0,1,0.988943507,16,11.08494499,0,0,1250,2,4,1500,45000,100,6000,10,20,170,0,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9623205,0,83,1900.06,30,256.4663139,0,0,0,0,0,0,0,0,1,110,1,5,1300,37000,700,1900,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1379394,0,10,751.56,30,132.305073,0,0,0,0,0,0,0,0,2,700,3,2,300,9000,100,700,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5445059,0,142,2676.64,30,1473.711425,2,2.05,0,1,0.374277081,4,9.287072013,0,1,100,2,5,600,17000,100,8200,10,20,70,0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7425094,0,222,3398.49,24,252.3554124,0,0,0,0,0,0,0,0,0,600,2,5,600,13000,0,1100,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2037992,0,262,2439.7,30,89.73780335,0,0,0,0,0,0,0,0,0,,,6,100,2000,100,400,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1276101,1,189,2939.75,30,163.2495853,8,8.033333333,0,1,1.466679293,30,4.441382806,0,1,400,2,1,400,10000,100,800,10,10,180,10,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6977201,1,70,914.76,9,34.49631411,2,1.333333333,0,2,0.318724747,22,4.625614145,0,0,,,1,100,1000,0,200,10,10,110,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3684129,1,238,2803.71,30,474.6798859,431,102.6166667,0,6,31.88365331,21,16.12743936,0,0,350,1,1,700,19000,100,2000,80,20,360,0,60,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6008566,0,34,3942.08,30,193.2272692,0,0,0,0,0,11,12.6353058,0,0,,,7,500,13000,100,800,0,30,260,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6672706,0,3,2866.68,30,5826.451682,0,0,0,0,0,11,1.687909073,0,0,450,2,1,3600,108000,1000,26500,0,10,30,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3690020,0,7,793.75,30,147.8241541,0,0,0,0,0,0,0,0,0,160,1,1,100,2000,100,800,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7290810,0,7,1540.55,20,99.29762333,0,0,0,0,0,17,5.73713776,0,0,,,3,100,2000,0,500,0,10,100,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4168765,1,6,2443.6,30,144.8238736,0,0,0,0,0,5,2.021188923,0,0,,,3,100,3000,100,900,0,10,20,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9275764,0,59,1401.83,30,231.8264044,0,0,0,0,0,7,1.002998219,0,1,,,3,200,5000,100,1000,0,10,20,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1973226,0,3,375.46,30,16.67093026,0,0,0,0,0,0,0,0,1,,,1,100,2000,100,100,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4616222,0,34,968.41,30,151.3651473,10,10.56666667,0,1,1.929200564,4,1.907106844,1,0,250,1,1,400,10000,100,900,20,10,20,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1839624,0,48,843.07,28,338.7269178,0,0,0,0,0,13,1.73971953,0,0,350,2,1,500,14000,100,1600,0,10,30,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1043588,0,104,1828.11,30,289.9387419,0,0,0,0,0,29,7.582620382,0,0,40,2,3,300,7000,100,1500,0,10,220,0,40,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8110142,0,169,4841.03,30,281.6333654,0,0,0,0,0,12,1.178047392,0,0,210,2,3,600,16000,100,1200,0,10,20,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6015685,0,98,1365.51,30,321.5716294,0,0.366666667,0,1,0.066943868,20,8.389819745,0,1,50,1,2,300,7000,100,1900,10,10,180,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8353815,0,5,1418.97,30,350.3447365,0,0,0,0,0,22,6.026059946,0,1,1070,4,1,600,17000,100,1700,0,10,190,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4449685,0,81,851.26,30,105.4695574,0,0,0,0,0,1,0.091287093,0,0,,,2,200,5000,100,500,0,10,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2379532,0,199,1359.13,30,207.5122977,0,0,0,0,0,0,0,0,0,450,2,3,300,9000,100,700,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9345826,0,19,1096.12,28,287.0492875,107,32.18333333,0,8,7.785266975,12,1.868033162,0,0,,,1,200,4000,0,1200,20,10,30,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6956009,0,9,765.44,23,41.2589679,0,0,0,0,0,18,4.738247173,0,0,,,1,100,2000,0,200,0,10,90,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9856541,1,156,2199.32,30,266.8008684,0,0,0,0,0,15,5.538002952,0,0,500,2,2,200,6000,100,1000,0,10,110,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7534040,0,104,848,15,394.6793114,8,6.366666667,0,3,1.229507359,3,1.149560117,0,1,520,3,1,400,6000,0,1600,10,10,10,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5549912,0,30,2537.68,30,312.4605214,2,2.333333333,0,1,0.426006434,1,0.045643546,0,0,110,1,6,500,13000,100,1500,10,10,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3052284,0,205,2774.1,30,194.5849673,0,0,0,0,0,27,7.552289179,0,1,200,1,4,300,8000,100,800,0,10,270,0,40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7061438,0,31,1170.63,0,0,0,0,0,0,0,3,1.970729743,0,0,,,1,0,0,0,0,0,10,20,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8713739,0,76,1969.74,28,206.2130131,0,0,0,0,0,0,0,0,0,50,1,5,300,7000,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1145301,0,216,1928.57,29,181.8581086,1,1.916666667,0,1,0.349933856,22,2.143023744,0,0,200,1,4,200,6000,0,600,10,10,70,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1629893,0,16,3632.78,30,158.0502487,0,0,0,0,0,0,0,0,0,360,2,7,400,11000,200,800,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6670757,0,33,2262.16,0,0,0,0,0,0,0,27,6.772593426,0,0,,,3,0,0,0,0,0,10,200,0,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6928517,0,156,1179.92,17,646.2386703,0,0,0,0,0,1,0.937804417,0,1,570,5,3,1000,16000,100,2300,0,10,10,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3704861,1,119,1477.06,30,8.636602985,23,12.91666667,0,3,2.992724255,16,3.050358572,0,1,,,3,100,1000,100,100,10,10,70,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5677222,0,17,1411.51,30,1633.047906,0,0,0,0,0,1,0.042600643,0,0,950,2,1,700,20000,100,9300,0,10,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5420272,0,181,1296.61,30,311.2609674,0,0,0,0,0,4,3.338079762,0,0,110,1,4,800,22000,300,1800,0,10,30,0,20,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7931447,0,89,2207.01,30,686.3150137,0,0,0,0,0,0,0,0,0,410,3,5,1100,32000,100,3700,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5776110,0,132,2327.93,30,523.8087627,0,0,0,0,0,0,0,0,1,110,2,5,600,18000,100,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9407294,0,55,6601.3,4,619.4876302,0,0,0,0,0,0,0,0,0,5050,2,5,600,3000,100,1500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3546546,0,98,773.05,10,8.299619927,90,56.68333333,0,4,11.34981111,22,3.073671047,0,0,0,1,1,100,1000,0,100,30,10,80,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1733426,0,10,851.45,30,309.8122722,0,0,0,0,0,8,1.147826115,0,0,,,2,400,10000,100,1300,0,10,20,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4885931,1,170,3323.73,30,211.8718363,0,0,0,0,0,0,0,0,0,650,1,6,500,14000,200,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9745091,0,23,722.06,0,0,0,0,0,0,0,16,7.020615988,0,0,,,1,0,0,0,0,0,10,120,0,30,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4955686,0,3,887.57,0,0,0,0,0,0,0,0,0,0,0,100,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
